20,8.76043139e+02,1.66926945e+00,5.49345585e+00,1.57635184e+02,-6.33340808e-03,-6.83859269e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.21823306e-01,-8.48519362e+00,1.48897937e+00,3.14185446e-03,2.15989232e-02,-8.06937090e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,
210,1.99121934e+02,-9.59048372e-01,7.11505296e-02,9.39290280e+01,-2.02364709e-02,2.89281116e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,-5.81981332e-02,-8.34870882e-01,-1.87868168e+00,1.06312740e-03,1.36939959e-02,-1.81749433e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
220,1.97738211e+02,-1.01043523e+00,1.17108388e-01,9.31979714e+01,-1.34000860e-02,-1.47531673e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,-6.62322695e-02,-8.71405136e-01,-1.92346558e+00,-1.08247510e-04,3.64102778e-02,-8.02508425e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,
230,1.96395809e+02,-1.09069336e+00,1.44791297e-01,9.24798948e+01,-8.96732553e-04,-2.23220146e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,-5.78021407e-02,-8.78206028e-01,-2.01067537e+00,-9.14502565e-04,4.77461212e-02,1.03197324e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
240,1.95110059e+02,-1.10518910e+00,8.39328634e-02,9.17814731e+01,9.23698025e-03,-2.23597016e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,-6.02116275e-02,-7.48428354e-01,-2.00357886e+00,-2.44179285e-03,4.76017924e-02,2.51918257e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
250,1.93749689e+02,-1.12817360e+00,4.01771159e-02,9.10941824e+01,1.45318181e-02,-1.27883559e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,-7.74972897e-02,-6.49630119e-01,-2.01962581e+00,-2.22722984e-03,3.32847968e-02,3.35006081e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
260,1.92379797e+02,-1.00537531e+00,-9.60051785e-02,9.04085554e+01,9.23050586e-03,-1.98148840e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,-8.49264596e-02,-4.18777352e-01,-1.82125742e+00,-7.16594317e-04,1.45095251e-02,2.56633876e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
270,1.91001040e+02,-9.06184144e-01,-8.44173613e-02,8.97325006e+01,-3.25466580e-03,1.12544185e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,-8.68324586e-02,-4.16200866e-01,-1.66402866e+00,4.61402889e-04,-2.09248592e-03,6.68800070e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,
280,1.89685205e+02,-8.29082332e-01,-4.60859351e-02,8.90638228e+01,-1.79148672e-02,1.40508157e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,-8.96941619e-02,-4.41957223e-01,-1.53222130e+00,1.63054876e-03,-6.28400962e-03,-1.54092064e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
290,1.88390366e+02,-8.63944661e-01,4.09945037e-02,8.84059235e+01,-2.83271865e-02,1.10737865e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,-9.29894358e-02,-5.36511728e-01,-1.56146234e+00,3.86820385e-03,-1.84122072e-03,-3.10425973e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
300,1.87108403e+02,-9.19440913e-01,1.07714870e-01,8.77583616e+01,-3.23746845e-02,5.24434531e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,-8.40785937e-02,-6.06893480e-01,-1.61778045e+00,4.44880623e-03,6.79165735e-03,-3.69033185e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
30,4.59421358e+02,-1.17924961e+00,9.32157963e-01,1.39050326e+02,-1.15929637e-02,-1.08543835e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.04294512e-01,-2.21077126e+00,-2.56737746e+00,3.83322765e-03,2.81518756e-02,-1.42284325e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
310,1.85825098e+02,-1.02709155e+00,1.97851956e-01,8.71194321e+01,-2.86111716e-02,-3.22174394e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,-8.06259837e-02,-7.14654118e-01,-1.75216410e+00,3.94174357e-03,1.94241798e-02,-3.12556542e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
320,1.84524631e+02,-1.10280486e+00,2.31197667e-01,8.64941375e+01,-1.79272045e-02,-1.23216142e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,-7.26126131e-02,-7.45713879e-01,-1.84657503e+00,1.95065809e-03,3.35350154e-02,-1.53226586e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
330,1.83243095e+02,-1.13520130e+00,2.24604356e-01,8.58804993e+01,-4.38627415e-03,-1.67105435e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,-5.52733581e-02,-7.11444735e-01,-1.87336726e+00,4.31027752e-05,4.00048127e-02,4.43663867e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,
340,1.82004565e+02,-1.20104362e+00,2.27990327e-01,8.52803126e+01,6.83449727e-03,-1.40000847e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,-5.56871548e-02,-6.91608945e-01,-1.95382834e+00,-2.39417768e-03,3.59227083e-02,2.12917972e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
350,1.80807998e+02,-1.18016854e+00,1.32234597e-01,8.46914948e+01,1.56466520e-02,-7.75540558e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,-5.70924504e-02,-5.34179129e-01,-1.90843464e+00,-3.03270109e-03,2.66311458e-02,3.45960458e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
360,1.79624808e+02,-1.09896870e+00,6.81960380e-02,8.41122120e+01,1.28672255e-02,2.93922041e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,-7.04379303e-02,-4.24126108e-01,-1.78577895e+00,-2.93633328e-03,1.07985305e-02,3.05636115e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
370,1.78443583e+02,-9.52942795e-01,5.42178841e-02,8.35458303e+01,2.83083960e-03,8.79177464e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,-7.99145852e-02,-3.90174021e-01,-1.56609685e+00,-1.58445431e-03,2.11667613e-03,1.50874372e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
380,1.77272559e+02,-9.29366085e-01,1.18930285e-01,8.29926867e+01,-1.33742927e-02,6.89170365e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,-9.06798329e-02,-4.72288023e-01,-1.52282530e+00,9.83304818e-04,4.88659431e-03,-9.17632130e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,
390,1.76170543e+02,-8.37288078e-01,1.54498185e-01,8.24523885e+01,-2.52519167e-02,3.90480972e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.01132407e-01,-5.11104206e-01,-1.38017188e+00,3.54244431e-03,9.51319078e-03,-2.66910503e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
400,1.75065440e+02,-8.72985050e-01,2.39420106e-01,8.19216804e+01,-3.33296812e-02,-9.24621434e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.01833785e-01,-6.21504905e-01,-1.41908595e+00,5.23364400e-03,1.67366307e-02,-3.88766257e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
40,2.88064974e+02,-7.07121397e-01,-6.59309124e-01,1.25209649e+02,-1.55953076e-02,-1.28645204e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.30742792e-03,-1.17763176e-01,-1.93363980e+00,4.18721935e-03,3.13591011e-02,-1.72719193e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
410,1.73984322e+02,-9.69491084e-01,2.45275656e-01,8.14007299e+01,-3.10736732e-02,-4.61232828e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,-8.94650041e-02,-6.19397800e-01,-1.55260035e+00,5.08534083e-03,2.23274848e-02,-3.54205357e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
420,1.72884815e+02,-1.09572563e+00,2.51860369e-01,8.08915993e+01,-1.77504345e-02,-9.72028473e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,-7.48657750e-02,-6.17221627e-01,-1.72593785e+00,2.68521639e-03,2.98415901e-02,-1.58227390e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
430,1.71786146e+02,-1.16026549e+00,2.97879991e-01,8.03975125e+01,-4.25002719e-03,-8.28626678e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,-6.02080232e-02,-6.74582461e-01,-1.81488523e+00,-4.66743310e-04,2.77211003e-02,4.35143208e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,
440,1.70763475e+02,-1.21271362e+00,2.33779646e-01,7.99152808e+01,7.68661657e-03,-7.15835818e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,-5.28134825e-02,-5.73746463e-01,-1.88428699e+00,-2.18675235e-03,2.60760959e-02,2.21378050e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
450,1.69752309e+02,-1.19046597e+00,2.06269249e-01,7.94416655e+01,1.07634526e-02,-1.02177482e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,-5.67059997e-02,-5.24217954e-01,-1.85181135e+00,-3.01788736e-03,1.69747881e-02,2.69325190e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
460,1.68788597e+02,-1.10007043e+00,1.64939363e-01,7.89787544e+01,7.99789246e-03,3.48779454e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,-6.76302410e-02,-4.59257028e-01,-1.71792450e+00,-2.64791140e-03,1.04481797e-02,2.25843580e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
470,1.67821859e+02,-1.03998325e+00,2.06038760e-01,7.85302841e+01,-1.86596372e-03,1.40936637e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,-7.89968797e-02,-5.13066810e-01,-1.62579612e+00,-1.12475907e-03,1.32094404e-02,7.62939426e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,
480,1.66908042e+02,-9.43220504e-01,2.31338956e-01,7.80921685e+01,-1.35730624e-02,6.24433734e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,-9.49679904e-02,-5.48137793e-01,-1.48162881e+00,1.40944041e-03,1.52098074e-02,-9.57860660e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,
490,1.65987818e+02,-9.27063098e-01,2.70317519e-01,7.76655621e+01,-2.43934992e-02,-2.29214839e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.00668403e-01,-6.03273112e-01,-1.45390981e+00,3.65371412e-03,1.89267876e-02,-2.58362896e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
500,1.65083194e+02,-9.21558134e-01,2.75088915e-01,7.72478808e+01,-2.83597365e-02,-1.98711449e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.02746012e-01,-6.06846823e-01,-1.44249588e+00,4.64821483e-03,1.86255467e-02,-3.18109558e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
50,2.49086027e+02,-5.35599940e-01,-6.17107272e-01,1.16213495e+02,-1.99209015e-02,-7.36587503e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,-2.80820812e-02,-2.04724707e-01,-1.65555507e+00,3.87182143e-03,2.35021483e-02,-2.08528782e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
60,2.41184863e+02,-5.68966107e-01,-2.77232192e-01,1.10911057e+02,-2.03703993e-02,7.68740799e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,-2.10062528e-02,-6.75871583e-01,-1.68771575e+00,2.65527369e-03,1.28094248e-03,-1.96802757e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
70,2.36628824e+02,-6.59375895e-01,-2.07182416e-01,1.07845563e+02,-1.48408557e-02,2.02366416e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.02267771e-02,-7.60053946e-01,-1.81270373e+00,6.78260895e-04,-1.72325596e-02,-1.05208961e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,
80,2.32159949e+02,-7.40746859e-01,-1.53152200e-01,1.05922534e+02,-1.03804268e-02,2.70215600e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,-2.47714269e-02,-8.25249768e-01,-1.92330556e+00,-6.25145793e-05,-2.69732056e-02,-3.54028040e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,
90,2.27578742e+02,-8.09975359e-01,-4.09719344e-02,1.04521459e+02,-5.66407100e-03,2.32652820e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,-3.49082269e-02,-9.69894058e-01,-2.00488834e+00,1.76353380e-04,-2.11838246e-02,3.43688063e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,
0,1.94289029e-12,-9.08313424e-11,7.74189601e-11,9.97472128e+00,1.07162382e-04,-8.48148915e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,-1.00257418e-03,-4.61907909e-03,9.95510910e-04,1.91799927e-05,-5.95726769e-04,1.75136682e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,
